Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396982522,993,1070,738,895,1016,936,964,3178,7.407407283782959,7.407407283782959,7.407407283782959,7.407407283782959,11.111111640930176,3.846153974533081,7.407407283782959,3.846153974533081,0,23826.45849609375,10560.892883300781,453.81915283203125,16539398144,8355049472,10063667200,0
200,1759396982522,993,1070,738,895,1016,936,964,3178,7.407407283782959,7.407407283782959,7.407407283782959,7.407407283782959,11.111111640930176,3.846153974533081,7.407407283782959,3.846153974533081,0,23826.45849609375,10560.894409179688,453.81915283203125,16539398144,8355049472,10063769600,0
200,1759396982722,993,1070,738,895,1016,936,964,3178,5,0,0,4.761904716491699,5.263157844543457,4.761904716491699,4.761904716491699,100,0,23830.21856689453,10563.513244628906,453.83782958984375,16539398144,8355049472,10151288832,0
200,1759396982922,993,1070,738,895,1016,936,964,3178,0,0,0,0,0,0,0,100,0,23834.122009277344,10566.288330078125,453.83819580078125,16539398144,8355049472,10212626432,0
200,1759396983122,993,1070,738,895,1016,936,964,3178,0,10,0,0,0,0,9.523809432983398,100,0,23838.279357910156,10569.318359375,453.83819580078125,16539398144,8355049472,10243891200,0
200,1759396983322,993,1070,738,895,1016,936,964,3178,20,28.571430206298828,20,20,25,21.052631378173828,21.052631378173828,100,0,23843.04998779297,10572.932678222656,453.85205078125,16539398144,8355049472,10255745024,0
200,1759396983522,993,1070,738,895,1016,936,964,3178,0,0,0,0,0,0,0,85,0,23846.40771484375,10575.152160644531,453.86041259765625,16539398144,8355049472,10279854080,0
200,1759396983723,993,1070,738,895,1016,936,964,3178,0,0,0,0,0,0,0,100,0,23850.326599121094,10577.95458984375,453.86041259765625,16539398144,8355049472,10309877760,0
200,1759396983923,993,1070,738,895,1016,936,964,3178,0,0,0,0,5,0,0,100,0,23853.936767578125,10580.429443359375,453.86041259765625,16539398144,8355049472,10343989248,0
200,1759396984123,993,1070,738,895,1016,936,964,3178,0,0,0,4.761904716491699,0,0,0,100,0,23857.413818359375,10582.765075683594,453.866943359375,16539398144,8355049472,10364305408,0
200,1759396984323,993,1070,738,895,1016,936,964,3178,0,4.761904716491699,0,0,0,0,0,100,0,23861.31268310547,10585.543701171875,453.866943359375,16539398144,8355049472,10376208384,0
200,1759396984523,993,1070,738,895,1016,936,964,3178,0,0,0,0,0,0,0,100,0,23864.201721191406,10587.280517578125,453.866943359375,16539398144,8355049472,10377547776,0
200,1759396984723,993,1070,738,895,1016,936,964,3178,4.761904716491699,0,0,0,0,0,0,100,0,23866.34765625,10588.250671386719,453.866943359375,16539398144,8355049472,10377523200,0
0,1759396984924,993,1070,738,895,1016,936,964,3178,0,0,4.761904716491699,0,38.095237731933594,0,0,65,0,23869.21954345703,10589.968383789063,453.86761474609375,16539398144,8355049472,10065448960,0
