Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396917946,892,1965,977,891,1065,692,664,849,3.846153974533081,3.846153974533081,7.407407283782959,7.407407283782959,8,0,7.692307949066162,7.692307949066162,0,23031.724365234375,10140.110778808594,449.0697021484375,16539398144,8355049472,10048417792,0
199,1759396917946,892,1965,977,891,1065,692,664,849,3.846153974533081,3.846153974533081,7.407407283782959,7.407407283782959,8,0,7.692307949066162,7.692307949066162,0,23031.724365234375,10140.110778808594,449.0697021484375,16539398144,8355049472,10048454656,0
200,1759396918146,892,1965,977,891,1065,692,664,849,25,100,21.052631378173828,25,38.095237731933594,25,23.809524536132813,20,0,23036.645385742188,10143.864868164063,449.09063720703125,16539398144,8355049472,10130071552,0
199,1759396918346,892,1965,977,891,1065,692,664,849,0,65,0,4.761904716491699,0,0,0,40,0,23040.904724121094,10146.99755859375,449.09063720703125,16539398144,8355049472,10193707008,0
200,1759396918546,892,1965,977,891,1065,692,664,849,4.761904716491699,0,10,0,0,0,0,100,0,23045.02996826172,10149.988586425781,449.09942626953125,16539398144,8355049472,10222088192,0
200,1759396918746,892,1965,977,891,1065,692,664,849,9.523809432983398,4.761904716491699,4.761904716491699,70,0,0,0,31.81818199157715,0,23048.9326171875,10152.760986328125,449.1131591796875,16539398144,8355049472,10237341696,0
200,1759396918946,892,1965,977,891,1065,692,664,849,0,0,0,88.8888931274414,0,0,0,0,0,23052.36651611328,10155.057006835938,449.1171875,16539398144,8355049472,10264260608,0
200,1759396919146,892,1965,977,891,1065,692,664,849,0,0,0,55,4.761904716491699,0,0,45,0,23056.207153320313,10157.776794433594,449.12005615234375,16539398144,8355049472,10291699712,0
200,1759396919346,892,1965,977,891,1065,692,664,849,4.761904716491699,0,0,0,0,0,0,100,0,23059.937622070313,10160.379516601563,449.12005615234375,16539398144,8355049472,10327863296,0
200,1759396919547,892,1965,977,891,1065,692,664,849,0,0,4.761904716491699,0,0,0,0,100,0,23063.466186523438,10162.775390625,449.12005615234375,16539398144,8355049472,10345930752,0
200,1759396919747,892,1965,977,891,1065,692,664,849,0,9.523809432983398,0,0,0,0,0,100,0,23067.53399658203,10165.706481933594,449.13922119140625,16539398144,8355049472,10356154368,0
200,1759396919947,892,1965,977,891,1065,692,664,849,0,0,0,0,0,0,0,100,0,23070.27587890625,10167.294250488281,449.13922119140625,16539398144,8355049472,10356994048,0
200,1759396920147,892,1965,977,891,1065,692,664,849,0,0,0,0,0,0,0,100,0,23072.48077392578,10168.317504882813,449.140869140625,16539398144,8355049472,10354606080,0
0,1759396920347,892,1965,977,891,1065,692,664,849,0,0,0,0,0,0,38.095237731933594,55,0,23075.29620361328,10169.974792480469,449.1527099609375,16539398144,8355049472,10041909248,0
