Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396979937,1051,922,699,816,921,688,965,1024,12,7.407407283782959,3.846153974533081,10.714285850524902,11.111111640930176,4,7.692307949066162,7.407407283782959,0,23795.376403808594,10545.426330566406,453.63909912109375,16539398144,8355049472,10059530240,0
200,1759396979937,1051,922,699,816,921,688,965,1024,12,7.407407283782959,3.846153974533081,10.714285850524902,11.111111640930176,4,7.692307949066162,7.407407283782959,0,23795.376403808594,10545.426330566406,453.63909912109375,16539398144,8355049472,10059575296,0
200,1759396980137,1051,922,699,816,921,688,965,1024,57.142860412597656,0,0,15.000000953674316,45,0,0,4.761904716491699,0,23799.729064941406,10548.615905761719,453.661865234375,16539398144,8355049472,10112290816,0
200,1759396980337,1051,922,699,816,921,688,965,1024,0,0,0,0,100,0,0,0,0,23803.831481933594,10551.591674804688,453.661865234375,16539398144,8355049472,10143293440,0
199,1759396980537,1051,922,699,816,921,688,965,1024,5,0,0,25,78.94737243652344,0,10,0,0,23807.44189453125,10554.065551757813,453.66461181640625,16539398144,8355049472,10158645248,0
200,1759396980737,1051,922,699,816,921,688,965,1024,95.23809814453125,100,100,95.23809814453125,100,89.47368621826172,100,100,0,23812.81414794922,10558.193786621094,453.6751708984375,16539398144,8355049472,10184429568,0
0,1759396980938,1051,922,699,816,921,688,965,1024,25,23.809524536132813,23.809524536132813,21.052631378173828,23.809524536132813,65,20,20,0,23815.857971191406,10559.988342285156,453.68524169921875,16539398144,8355049472,10063126528,0
