Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396820914,1061,551,668,862,1019,719,852,923,3.846153974533081,4,0,24,11.538461685180664,0,3.846153974533081,0,0,21758.1416015625,9455.720031738281,415.5245361328125,16539398144,8355049472,10130903040,0
200,1759396820914,1061,551,668,862,1019,719,852,923,3.846153974533081,4,0,24,11.538461685180664,0,3.846153974533081,0,0,21758.1416015625,9455.720031738281,415.5245361328125,16539398144,8355049472,10130939904,0
200,1759396821114,1061,551,668,862,1019,719,852,923,4.761904716491699,15.000000953674316,45,9.090909004211426,4.761904716491699,61.904762268066406,5.263157844543457,0,0,21762.194885253906,9458.465454101563,415.701171875,16539398144,8355049472,10175922176,0
199,1759396821314,1061,551,668,862,1019,719,852,923,5,19.047618865966797,0,0,0,80,4.761904716491699,0,0,21766.822814941406,9461.970153808594,415.701171875,16539398144,8355049472,10209091584,0
0,1759396821514,1061,551,668,862,1019,719,852,923,5,5,38.095237731933594,5.263157844543457,50,95.23809814453125,30.000001907348633,57.142860412597656,0,21770.851440429688,9464.814636230469,415.7352294921875,16539398144,8355049472,10131562496,0
