Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396877191,851,677,877,840,1030,891,609,944,3.846153974533081,4,7.692307949066162,4,7.407407283782959,7.692307949066162,7.407407283782959,3.846153974533081,0,22501.02783203125,9851.953735351563,439.09246826171875,16539398144,8355049472,10359783424,0
199,1759396877191,851,677,877,840,1030,891,609,944,3.846153974533081,4,7.692307949066162,4,7.407407283782959,7.692307949066162,7.407407283782959,3.846153974533081,0,22501.03662109375,9851.956726074219,439.09246826171875,16539398144,8355049472,10359844864,0
200,1759396877391,851,677,877,840,1030,891,609,944,5.263157844543457,0,19.047618865966797,100,5.263157844543457,0,5.263157844543457,9.523809432983398,0,22505.014099121094,9854.614990234375,439.2752685546875,16539398144,8355049472,10440437760,0
200,1759396877592,851,677,877,840,1030,891,609,944,0,0,0,65,0,0,0,31.57894515991211,0,22508.93975830078,9857.419677734375,439.27880859375,16539398144,8355049472,10502619136,0
200,1759396877792,851,677,877,840,1030,891,609,944,9.090909004211426,0,0,0,10,4.761904716491699,0,100,0,22513.163818359375,9860.42138671875,439.3692626953125,16539398144,8355049472,10529955840,0
200,1759396877992,851,677,877,840,1030,891,609,944,5.263157844543457,0,9.523809432983398,5,0,5,0,100,0,22517.451293945313,9863.195251464844,439.73394775390625,16539398144,8355049472,10545008640,0
200,1759396878192,851,677,877,840,1030,891,609,944,14.285715103149414,0,0,0,0,5,0,90.47618865966797,0,22521.39569091797,9865.665466308594,440.05389404296875,16539398144,8355049472,10563010560,0
200,1759396878392,851,677,877,840,1030,891,609,944,5,0,5,9.523809432983398,9.523809432983398,0,5,100,0,22525.7119140625,9868.431579589844,440.4586181640625,16539398144,8355049472,10590707712,0
200,1759396878592,851,677,877,840,1030,891,609,944,5.263157844543457,4.761904716491699,0,0,13.636363983154297,0,5,90.47618865966797,0,22529.43670654297,9870.808715820313,440.65185546875,16539398144,8355049472,10616496128,0
200,1759396878793,851,677,877,840,1030,891,609,944,0,0,0,0,0,0,0,100,0,22533.01824951172,9873.251159667969,440.655517578125,16539398144,8355049472,10646167552,0
200,1759396878993,851,677,877,840,1030,891,609,944,9.090909004211426,0,0,80,0,0,0,15.789472579956055,0,22537.00518798828,9876.119934082031,440.66259765625,16539398144,8355049472,10660167680,0
200,1759396879193,851,677,877,840,1030,891,609,944,0,0,0,90,0,4.761904716491699,0,0,0,22540.257751464844,9878.247314453125,440.66644287109375,16539398144,8355049472,10666119168,0
200,1759396879393,851,677,877,840,1030,891,609,944,0,0,0,100,0,0,0,0,0,22542.51971435547,9879.325317382813,440.67169189453125,16539398144,8355049472,10664468480,0
200,1759396879593,851,677,877,840,1030,891,609,944,0,0,0,100,4.761904716491699,0,4.761904716491699,0,0,22545.221313476563,9880.857543945313,440.6746826171875,16539398144,8355049472,10516557824,0
1,1759396879793,851,677,877,840,1030,891,609,944,0,0,0,0,0,0,30.000001907348633,0,0,22546.969848632813,9881.469177246094,440.69085693359375,16539398144,8355049472,10352463872,0
