Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396840437,1011,2760,1005,923,1785,594,943,970,7.692307949066162,7.407407283782959,7.692307949066162,4,14.285715103149414,7.692307949066162,3.846153974533081,7.407407283782959,0,22016.519470214844,9594.016052246094,422.79266357421875,16539398144,8355049472,10199306240,0
199,1759396840437,1011,2760,1005,923,1785,594,943,970,7.692307949066162,7.407407283782959,7.692307949066162,4,14.285715103149414,7.692307949066162,3.846153974533081,7.407407283782959,0,22016.52667236328,9594.017272949219,422.79266357421875,16539398144,8355049472,10199343104,0
199,1759396840637,1011,2760,1005,923,1785,594,943,970,9.523809432983398,0,0,4.761904716491699,100,4.761904716491699,15.000000953674316,5,0,22020.51104736328,9596.775756835938,422.887451171875,16539398144,8355049472,10283286528,0
200,1759396840837,1011,2760,1005,923,1785,594,943,970,0,0,0,0,66.66667175292969,0,0,30.000001907348633,0,22024.84552001953,9599.994934082031,422.887451171875,16539398144,8355049472,10347130880,0
199,1759396841037,1011,2760,1005,923,1785,594,943,970,0,5,0,0,0,0,5.263157844543457,100,0,22029.17626953125,9603.103210449219,422.98248291015625,16539398144,8355049472,10375536640,0
200,1759396841237,1011,2760,1005,923,1785,594,943,970,9.523809432983398,0,0,80,14.285715103149414,14.285715103149414,5,28.571430206298828,0,22033.630615234375,9606.106140136719,423.286865234375,16539398144,8355049472,10389512192,0
200,1759396841437,1011,2760,1005,923,1785,594,943,970,4.761904716491699,0,9.090909004211426,89.47368621826172,0,10,0,0,0,22037.53497314453,9608.510131835938,423.63427734375,16539398144,8355049472,10412228608,0
200,1759396841637,1011,2760,1005,923,1785,594,943,970,0,0,0,20,9.523809432983398,5.263157844543457,0,84.21052551269531,0,22041.91143798828,9611.468017578125,423.9107666015625,16539398144,8355049472,10441977856,0
200,1759396841837,1011,2760,1005,923,1785,594,943,970,5,9.523809432983398,5,0,13.636363983154297,4.761904716491699,5,90,0,22045.635131835938,9613.796203613281,424.14923095703125,16539398144,8355049472,10468220928,0
200,1759396842037,1011,2760,1005,923,1785,594,943,970,4.761904716491699,0,0,0,0,0,0,100,0,22049.27227783203,9616.299682617188,424.14923095703125,16539398144,8355049472,10496733184,0
200,1759396842237,1011,2760,1005,923,1785,594,943,970,0,0,0,0,5,0,0,100,0,22053.331481933594,9619.24755859375,424.15557861328125,16539398144,8355049472,10510532608,0
200,1759396842438,1011,2760,1005,923,1785,594,943,970,0,0,0,0,4.761904716491699,0,0,100,0,22056.777954101563,9621.560668945313,424.15911865234375,16539398144,8355049472,10516451328,0
200,1759396842638,1011,2760,1005,923,1785,594,943,970,9.523809432983398,0,0,0,0,4.761904716491699,0,100,0,22058.984008789063,9622.584777832031,424.169189453125,16539398144,8355049472,10509697024,0
200,1759396842838,1011,2760,1005,923,1785,594,943,970,0,0,10,0,13.043478012084961,0,0,85.71428680419922,0,22061.776916503906,9624.21875,424.169189453125,16539398144,8355049472,10197708800,0
0,1759396843038,1011,2760,1005,923,1785,594,943,970,4.761904716491699,0,25,0,9.523809432983398,0,4.761904716491699,0,0,22063.34991455078,9624.675354003906,424.183837890625,16539398144,8355049472,10197725184,0
