Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396954302,1127,1854,1037,892,1049,891,885,670,7.692307949066162,8,12,37.03703689575195,59.25925827026367,8,22.22222328186035,11.538461685180664,0,23480.544677734375,10378.693969726563,451.72216796875,16539398144,8355049472,10283798528,0
200,1759396954302,1127,1854,1037,892,1049,891,885,670,7.692307949066162,8,12,37.03703689575195,59.25925827026367,8,22.22222328186035,11.538461685180664,0,23480.544677734375,10378.693969726563,451.72216796875,16539398144,8355049472,10283978752,0
199,1759396954502,1127,1854,1037,892,1049,891,885,670,25,28.571430206298828,30.000001907348633,25,100,100,36.842105865478516,31.57894515991211,0,23487.43359375,10384.375549316406,451.7481689453125,16539398144,8355049472,10386591744,0
199,1759396954702,1127,1854,1037,892,1049,891,885,670,47.36842346191406,0,0,0,52.38095474243164,70,5,23.809524536132813,0,23493.86590576172,10389.627319335938,451.75372314453125,16539398144,8355049472,10468405248,0
199,1759396954902,1127,1854,1037,892,1049,891,885,670,100,9.523809432983398,5,0,0,0,4.761904716491699,100,0,23500.0224609375,10394.605712890625,451.75372314453125,16539398144,8355049472,10517602304,0
199,1759396955102,1127,1854,1037,892,1049,891,885,670,100,5,5,0,0,4.761904716491699,0,100,0,23505.85076904297,10399.235961914063,451.7745361328125,16539398144,8355049472,10492858368,0
199,1759396955302,1127,1854,1037,892,1049,891,885,670,100,5,4.761904716491699,0,5.263157844543457,0,0,90,0,23511.71221923828,10403.906127929688,451.78924560546875,16539398144,8355049472,10526355456,0
199,1759396955502,1127,1854,1037,892,1049,891,885,670,100,5,4.761904716491699,0,5.263157844543457,0,0,90,0,23516.27655029297,10407.323425292969,451.78924560546875,16539398144,8355049472,10565595136,0
199,1759396955702,1127,1854,1037,892,1049,891,885,670,20,2.5,2.5,4.878048419952393,2.5,5,4.878048419952393,100,0,23519.963012695313,10409.869384765625,451.78924560546875,16539398144,8355049472,10585477120,0
199,1759396955902,1127,1854,1037,892,1049,891,885,670,25,0,5,0,0,0,0,100,0,23524.086364746094,10412.836975097656,451.7962646484375,16539398144,8355049472,10630852608,0
199,1759396956102,1127,1854,1037,892,1049,891,885,670,52.38095474243164,0,0,0,0,0,0,100,0,23529.09765625,10416.701538085938,451.7962646484375,16539398144,8355049472,10616131584,0
200,1759396956302,1127,1854,1037,892,1049,891,885,670,0,0,4.761904716491699,0,0,0,0,100,0,23532.534423828125,10419.009582519531,451.7962646484375,16539398144,8355049472,10619875328,0
200,1759396956503,1127,1854,1037,892,1049,891,885,670,0,0,0,36.842105865478516,0,0,0,65,0,23534.737670898438,10420.025085449219,451.8057861328125,16539398144,8355049472,10619977728,0
200,1759396956703,1127,1854,1037,892,1049,891,885,670,0,0,0,95,0,0,0,0,0,23537.415649414063,10421.538024902344,451.8057861328125,16539398144,8355049472,10449997824,0
0,1759396956903,1127,1854,1037,892,1049,891,885,670,0,35,0,0,0,0,0,0,0,23539.21417236328,10422.213439941406,451.818603515625,16539398144,8355049472,10307653632,0
