Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396901939,1285,3561,708,700,804,759,1172,1228,7.692307949066162,7.692307949066162,13.793103218078613,0,4,4,11.538461685180664,7.692307949066162,0,22827.610900878906,10029.530944824219,447.917724609375,16539398144,8355049472,10106429440,0
200,1759396901939,1285,3561,708,700,804,759,1172,1228,7.692307949066162,7.692307949066162,13.793103218078613,0,4,4,11.538461685180664,7.692307949066162,0,22827.610900878906,10029.531799316406,447.917724609375,16539398144,8355049472,10106474496,0
200,1759396902140,1285,3561,708,700,804,759,1172,1228,4.761904716491699,0,0,5,0,95,0,10,0,22832.04522705078,10032.723510742188,447.92510986328125,16539398144,8355049472,10155634688,0
200,1759396902340,1285,3561,708,700,804,759,1172,1228,0,4.761904716491699,0,0,0,100,0,0,0,22836.47332763672,10035.94970703125,447.9300537109375,16539398144,8355049472,10187055104,0
199,1759396902540,1285,3561,708,700,804,759,1172,1228,5,5,10,5,5,100,5,5,0,22840.212890625,10038.557861328125,447.93316650390625,16539398144,8355049472,10201833472,0
200,1759396902740,1285,3561,708,700,804,759,1172,1228,100,100,100,70,100,100,100,100,0,22845.705932617188,10042.785705566406,447.9453125,16539398144,8355049472,10226700288,0
0,1759396902940,1285,3561,708,700,804,759,1172,1228,10.526315689086914,10,10.526315689086914,60.000003814697266,10.526315689086914,15.000000953674316,14.285715103149414,10,0,22848.366821289063,10044.200439453125,447.95941162109375,16539398144,8355049472,10107281408,0
