Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396974740,1029,947,1242,846,1061,785,973,1266,3.846153974533081,4,3.846153974533081,7.407407283782959,4,3.846153974533081,0,4,0,23732.29559326172,10513.49951171875,453.22857666015625,16539398144,8355049472,10059603968,0
200,1759396974740,1029,947,1242,846,1061,785,973,1266,3.846153974533081,4,3.846153974533081,7.407407283782959,4,3.846153974533081,0,4,0,23732.29559326172,10513.49951171875,453.22857666015625,16539398144,8355049472,10059726848,0
200,1759396974940,1029,947,1242,846,1061,785,973,1266,5,15.000000953674316,10,10,5,0,100,4.761904716491699,0,23736.79168701172,10516.841430664063,453.2437744140625,16539398144,8355049472,10108706816,0
200,1759396975140,1029,947,1242,846,1061,785,973,1266,0,0,4.761904716491699,0,0,0,100,0,0,23740.61065673828,10519.528503417969,453.24871826171875,16539398144,8355049472,10139049984,0
200,1759396975340,1029,947,1242,846,1061,785,973,1266,0,0,0,14.285715103149414,0,0,90,0,0,23743.900146484375,10521.693481445313,453.25164794921875,16539398144,8355049472,10156318720,0
200,1759396975540,1029,947,1242,846,1061,785,973,1266,85,85,85.71428680419922,85,85,85.71428680419922,100,89.47368621826172,0,23749.00732421875,10525.555358886719,453.2713623046875,16539398144,8355049472,10181287936,0
0,1759396975741,1029,947,1242,846,1061,785,973,1266,33.333335876464844,76.19047546386719,31.57894515991211,30.000001907348633,33.333335876464844,31.57894515991211,30.000001907348633,30.000001907348633,0,23752.444946289063,10527.736755371094,453.28240966796875,16539398144,8355049472,10061873152,0
