Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396872971,724,917,3297,893,883,706,1049,3476,7.692307949066162,3.846153974533081,7.692307949066162,4,11.111111640930176,7.407407283782959,7.407407283782959,7.407407283782959,0,22442.82501220703,9819.339416503906,437.373046875,16539398144,8355049472,10368335872,0
199,1759396872971,724,917,3297,893,883,706,1049,3476,7.692307949066162,3.846153974533081,7.692307949066162,4,11.111111640930176,7.407407283782959,7.407407283782959,7.407407283782959,0,22442.832458496094,9819.341796875,437.373046875,16539398144,8355049472,10368397312,0
200,1759396873171,724,917,3297,893,883,706,1049,3476,5,0,0,27.272727966308594,0,0,0,100,0,22446.870178222656,9821.975463867188,437.53985595703125,16539398144,8355049472,10451443712,0
200,1759396873371,724,917,3297,893,883,706,1049,3476,0,0,0,0,0,0,0,100,0,22450.82373046875,9824.766967773438,437.53985595703125,16539398144,8355049472,10513403904,0
200,1759396873572,724,917,3297,893,883,706,1049,3476,14.285715103149414,0,0,0,0,0,0,100,0,22455.042907714844,9827.745788574219,437.650146484375,16539398144,8355049472,10541723648,0
200,1759396873772,724,917,3297,893,883,706,1049,3476,0,0,14.285715103149414,0,5,0,0,100,0,22459.34161376953,9830.5888671875,437.95794677734375,16539398144,8355049472,10555334656,0
200,1759396873972,724,917,3297,893,883,706,1049,3476,57.894737243652344,0,5.263157844543457,5.263157844543457,5,13.636363983154297,5,35,0,22463.264282226563,9833.002746582031,438.3115234375,16539398144,8355049472,10579169280,0
200,1759396874172,724,917,3297,893,883,706,1049,3476,100,4.761904716491699,5,5,9.523809432983398,0,5,0,0,22467.780151367188,9836.01904296875,438.66119384765625,16539398144,8355049472,10602352640,0
200,1759396874372,724,917,3297,893,883,706,1049,3476,90,13.636363983154297,0,10,5,4.761904716491699,5,5,0,22471.64434814453,9838.501403808594,438.88323974609375,16539398144,8355049472,10628808704,0
200,1759396874572,724,917,3297,893,883,706,1049,3476,100,0,0,0,0,0,0,0,0,22475.447631835938,9841.168640136719,438.88323974609375,16539398144,8355049472,10657140736,0
200,1759396874773,724,917,3297,893,883,706,1049,3476,100,0,0,0,0,0,0,0,0,22479.740112304688,9844.338134765625,438.88824462890625,16539398144,8355049472,10673553408,0
200,1759396874973,724,917,3297,893,883,706,1049,3476,100,0,0,0,0,0,0,0,0,22483.221252441406,9846.695861816406,438.88824462890625,16539398144,8355049472,10676469760,0
200,1759396875173,724,917,3297,893,883,706,1049,3476,100,0,0,4.761904716491699,0,0,4.761904716491699,0,0,22485.438049316406,9847.730529785156,438.88824462890625,16539398144,8355049472,10676805632,0
200,1759396875373,724,917,3297,893,883,706,1049,3476,100,0,0,0,0,4.761904716491699,0,0,0,22488.118041992188,9849.246032714844,438.88824462890625,16539398144,8355049472,10622275584,0
0,1759396875573,724,917,3297,893,883,706,1049,3476,0,0,4.761904716491699,4.761904716491699,4.761904716491699,0,35,0,0,22489.934936523438,9849.937133789063,438.90313720703125,16539398144,8355049472,10357252096,0
