Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396848804,830,724,1022,861,2195,944,1015,969,0,7.692307949066162,7.692307949066162,3.846153974533081,14.285715103149414,3.846153974533081,3.846153974533081,3.846153974533081,0,22131.87225341797,9659.186767578125,426.05084228515625,16539398144,8355049472,10195742720,0
199,1759396848805,830,724,1022,861,2195,944,1015,969,0,7.692307949066162,7.692307949066162,3.846153974533081,14.285715103149414,3.846153974533081,3.846153974533081,3.846153974533081,0,22131.878295898438,9659.18798828125,426.05084228515625,16539398144,8355049472,10195779584,0
200,1759396849005,830,724,1022,861,2195,944,1015,969,66.66667175292969,15.000000953674316,35,0,5,4.761904716491699,23.809524536132813,30.000001907348633,0,22136.296875,9662.328369140625,426.19287109375,16539398144,8355049472,10278727680,0
199,1759396849205,830,724,1022,861,2195,944,1015,969,70,0,0,21.052631378173828,9.090909004211426,0,0,30.000001907348633,0,22141.184448242188,9666.088439941406,426.19287109375,16539398144,8355049472,10338856960,0
200,1759396849405,830,724,1022,861,2195,944,1015,969,0,5,9.090909004211426,14.285715103149414,0,0,9.523809432983398,100,0,22145.42742919922,9669.178955078125,426.220458984375,16539398144,8355049472,10370752512,0
200,1759396849605,830,724,1022,861,2195,944,1015,969,9.523809432983398,5.263157844543457,5,0,4.761904716491699,0,0,100,0,22149.776489257813,9672.013854980469,426.589111328125,16539398144,8355049472,10384781312,0
200,1759396849805,830,724,1022,861,2195,944,1015,969,0,10,0,5,5,57.142860412597656,0,33.333335876464844,0,22153.82550048828,9674.474426269531,427.0242919921875,16539398144,8355049472,10409660416,0
200,1759396850005,830,724,1022,861,2195,944,1015,969,9.523809432983398,9.523809432983398,0,0,5.263157844543457,100,0,0,0,22158.264404296875,9677.293273925781,427.48779296875,16539398144,8355049472,10434109440,0
200,1759396850205,830,724,1022,861,2195,944,1015,969,0,78.94737243652344,5,5,9.523809432983398,23.809524536132813,0,4.761904716491699,0,22162.038208007813,9679.617431640625,427.77880859375,16539398144,8355049472,10453155840,0
200,1759396850405,830,724,1022,861,2195,944,1015,969,0,55,0,5,0,47.619049072265625,5,0,0,22166.0576171875,9682.4951171875,427.77880859375,16539398144,8355049472,10486198272,0
200,1759396850605,830,724,1022,861,2195,944,1015,969,0,0,0,0,9.523809432983398,100,0,0,0,22170.722534179688,9686.032348632813,427.78558349609375,16539398144,8355049472,10502086656,0
200,1759396850805,830,724,1022,861,2195,944,1015,969,0,0,0,0,23.809524536132813,65,45,20,0,22174.32293701172,9688.512268066406,427.78558349609375,16539398144,8355049472,10507264000,0
199,1759396851006,830,724,1022,861,2195,944,1015,969,4.761904716491699,0,0,4.761904716491699,15.000000953674316,10,100,10,0,22176.615295410156,9689.628112792969,427.78558349609375,16539398144,8355049472,10504392704,0
200,1759396851206,830,724,1022,861,2195,944,1015,969,0,0,0,0,0,0,100,0,0,22179.27752685547,9691.127319335938,427.78558349609375,16539398144,8355049472,10499260416,0
1,1759396851406,830,724,1022,861,2195,944,1015,969,36.842105865478516,0,0,5,9.523809432983398,4.761904716491699,5,0,0,22181.175720214844,9691.894226074219,427.800048828125,16539398144,8355049472,10191384576,0
