Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396926100,963,812,1718,1010,1161,1058,991,1151,7.692307949066162,3.846153974533081,0,3.846153974533081,7.692307949066162,7.407407283782959,7.692307949066162,7.407407283782959,0,23153.319580078125,10215.253051757813,449.53668212890625,16539398144,8355049472,10206883840,0
200,1759396926100,963,812,1718,1010,1161,1058,991,1151,7.692307949066162,3.846153974533081,0,3.846153974533081,7.692307949066162,7.407407283782959,7.692307949066162,7.407407283782959,0,23153.319580078125,10215.253967285156,449.53668212890625,16539398144,8355049472,10207002624,0
200,1759396926300,963,812,1718,1010,1161,1058,991,1151,15.789472579956055,4.761904716491699,9.523809432983398,5,5,0,0,100,0,23157.687744140625,10218.456970214844,449.57171630859375,16539398144,8355049472,10257719296,0
200,1759396926500,963,812,1718,1010,1161,1058,991,1151,0,0,0,5,0,0,0,100,0,23161.468627929688,10221.10791015625,449.57659912109375,16539398144,8355049472,10286891008,0
200,1759396926700,963,812,1718,1010,1161,1058,991,1151,0,0,0,5,4.761904716491699,0,0,90,0,23164.614990234375,10223.098510742188,449.57958984375,16539398144,8355049472,10302099456,0
0,1759396926901,963,812,1718,1010,1161,1058,991,1151,4.761904716491699,0,5,13.636363983154297,5,4.761904716491699,0,9.523809432983398,0,23166.04541015625,10223.390686035156,449.60784912109375,16539398144,8355049472,10209026048,0
