Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396994757,660,745,601,832,842,758,878,1012,7.407407283782959,7.692307949066162,4,3.846153974533081,7.692307949066162,3.846153974533081,3.846153974533081,3.846153974533081,0,24004.47430419922,10669.231323242188,454.50189208984375,16539398144,8355049472,10214264832,0
199,1759396994757,660,745,601,832,842,758,878,1012,7.407407283782959,7.692307949066162,4,3.846153974533081,7.692307949066162,3.846153974533081,3.846153974533081,3.846153974533081,0,24004.47430419922,10669.231323242188,454.50189208984375,16539398144,8355049472,10214305792,0
200,1759396994957,660,745,601,832,842,758,878,1012,21.052631378173828,23.809524536132813,30.000001907348633,100,21.052631378173828,25,25,28.571430206298828,0,24008.986083984375,10672.583923339844,454.51806640625,16539398144,8355049472,10292699136,0
200,1759396995157,660,745,601,832,842,758,878,1012,0,0,0,75,0,0,0,25,0,24012.917907714844,10675.3837890625,454.51806640625,16539398144,8355049472,10354077696,0
200,1759396995357,660,745,601,832,842,758,878,1012,4.761904716491699,0,0,0,4.761904716491699,9.523809432983398,0,100,0,24017.00048828125,10678.326416015625,454.5279541015625,16539398144,8355049472,10386493440,0
200,1759396995557,660,745,601,832,842,758,878,1012,0,0,0,0,0,0,0,100,0,24020.878662109375,10681.060974121094,454.5478515625,16539398144,8355049472,10401959936,0
200,1759396995757,660,745,601,832,842,758,878,1012,0,0,5,0,0,0,0,90,0,24024.357177734375,10683.405029296875,454.55120849609375,16539398144,8355049472,10427199488,0
200,1759396995957,660,745,601,832,842,758,878,1012,0,0,0,0,0,0,0,100,0,24028.28094482422,10686.205688476563,454.55804443359375,16539398144,8355049472,10457755648,0
200,1759396996158,660,745,601,832,842,758,878,1012,5,0,0,0,0,0,4.761904716491699,100,0,24031.904235839844,10688.691528320313,454.55804443359375,16539398144,8355049472,10491764736,0
200,1759396996358,660,745,601,832,842,758,878,1012,0,0,0,0,5,0,0,100,0,24035.465393066406,10691.115234375,454.55804443359375,16539398144,8355049472,10514194432,0
200,1759396996558,660,745,601,832,842,758,878,1012,0,0,0,0,0,0,0,100,0,24039.340270996094,10693.87451171875,454.55804443359375,16539398144,8355049472,10528219136,0
200,1759396996758,660,745,601,832,842,758,878,1012,0,28.571430206298828,30.000001907348633,0,30.000001907348633,0,4.761904716491699,90,0,24042.46759033203,10695.867248535156,454.55804443359375,16539398144,8355049472,10526953472,0
200,1759396996958,660,745,601,832,842,758,878,1012,0,0,0,0,4.761904716491699,0,0,100,0,24044.65087890625,10696.872009277344,454.55804443359375,16539398144,8355049472,10527285248,0
200,1759396997158,660,745,601,832,842,758,878,1012,0,0,0,0,0,0,5,95,0,24047.350158691406,10698.40625,454.55804443359375,16539398144,8355049472,10275831808,0
0,1759396997359,660,745,601,832,842,758,878,1012,0,0,0,0,5,4.761904716491699,30.000001907348633,0,0,24049.055236816406,10698.988403320313,454.572509765625,16539398144,8355049472,10213945344,0
