Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396962704,993,840,1144,840,919,817,654,933,16.666667938232422,4,0,11.538461685180664,4.1666669845581055,8.333333969116211,65.21739196777344,0,0,23605.95068359375,10456.112915039063,452.23046875,16539398144,8355049472,10312486912,0
200,1759396962704,993,840,1144,840,919,817,654,933,16.666667938232422,4,0,11.538461685180664,4.1666669845581055,8.333333969116211,65.21739196777344,0,0,23605.95068359375,10456.112915039063,452.23046875,16539398144,8355049472,10312503296,0
200,1759396962904,993,840,1144,840,919,817,654,933,5,19.047618865966797,0,100,0,0,5.263157844543457,0,0,23610.423706054688,10459.440246582031,452.24078369140625,16539398144,8355049472,10322087936,0
200,1759396963105,993,840,1144,840,919,817,654,933,0,5,0,100,0,0,0,0,0,23614.232543945313,10462.118957519531,452.2459716796875,16539398144,8355049472,10350735360,0
0,1759396963305,993,840,1144,840,919,817,654,933,0,9.523809432983398,0,36.842105865478516,4.761904716491699,0,0,50,0,23617.447326660156,10464.1845703125,452.24609375,16539398144,8355049472,10272206848,0
