Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396990573,1013,923,772,862,982,1200,880,1047,0,0,7.407407283782959,3.846153974533081,7.407407283782959,3.846153974533081,11.111111640930176,7.407407283782959,0,23951.155334472656,10639.644714355469,454.2490234375,16539398144,8355049472,10226446336,0
199,1759396990574,1013,923,772,862,982,1200,880,1047,0,0,7.407407283782959,3.846153974533081,7.407407283782959,3.846153974533081,11.111111640930176,7.407407283782959,0,23951.16943359375,10639.646179199219,454.2490234375,16539398144,8355049472,10226552832,0
200,1759396990774,1013,923,772,862,982,1200,880,1047,9.090909004211426,4.761904716491699,14.285715103149414,0,0,0,4.761904716491699,100,0,23955.01922607422,10642.358642578125,454.265869140625,16539398144,8355049472,10312695808,0
199,1759396990974,1013,923,772,862,982,1200,880,1047,0,0,0,4.761904716491699,0,0,0,100,0,23958.89141845703,10645.099426269531,454.27496337890625,16539398144,8355049472,10374049792,0
200,1759396991174,1013,923,772,862,982,1200,880,1047,9.523809432983398,0,10,0,9.523809432983398,0,0,100,0,23963.025268554688,10648.105529785156,454.27496337890625,16539398144,8355049472,10402250752,0
200,1759396991374,1013,923,772,862,982,1200,880,1047,0,0,0,0,0,4.761904716491699,0,100,0,23966.93280029297,10650.864318847656,454.29486083984375,16539398144,8355049472,10417643520,0
200,1759396991574,1013,923,772,862,982,1200,880,1047,0,0,4.761904716491699,15.000000953674316,5,0,0,86.36363983154297,0,23970.40411376953,10653.191772460938,454.30609130859375,16539398144,8355049472,10427695104,0
200,1759396991774,1013,923,772,862,982,1200,880,1047,0,0,0,0,0,0,0,100,0,23974.256774902344,10655.925476074219,454.30609130859375,16539398144,8355049472,10456223744,0
200,1759396991974,1013,923,772,862,982,1200,880,1047,4.761904716491699,0,0,0,0,0,0,100,0,23977.90740966797,10658.443298339844,454.30609130859375,16539398144,8355049472,10491019264,0
200,1759396992175,1013,923,772,862,982,1200,880,1047,0,4.761904716491699,0,0,0,4.761904716491699,0,100,0,23981.50701904297,10660.894409179688,454.315673828125,16539398144,8355049472,10505576448,0
200,1759396992375,1013,923,772,862,982,1200,880,1047,0,0,0,100,0,0,0,0,0,23985.39044189453,10663.663757324219,454.315673828125,16539398144,8355049472,10519425024,0
200,1759396992575,1013,923,772,862,982,1200,880,1047,0,0,0,90.47618865966797,0,0,0,0,0,23988.16259765625,10665.284545898438,454.317626953125,16539398144,8355049472,10518306816,0
200,1759396992775,1013,923,772,862,982,1200,880,1047,0,5,0,100,0,0,0,0,0,23990.333129882813,10666.2763671875,454.317626953125,16539398144,8355049472,10518339584,0
200,1759396992975,1013,923,772,862,982,1200,880,1047,0,0,0,63.15789031982422,35,0,0,0,0,23993.246643066406,10668.03466796875,454.317626953125,16539398144,8355049472,10205937664,0
0,1759396993176,1013,923,772,862,982,1200,880,1047,0,0,0,4.761904716491699,4.761904716491699,0,4.761904716491699,0,0,23994.541137695313,10668.197998046875,454.33648681640625,16539398144,8355049472,10205978624,0
