Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396825472,1065,853,895,783,974,702,865,807,4,4,3.846153974533081,4,11.111111640930176,0,3.846153974533081,0,0,21805.857543945313,9476.779296875,416.90985107421875,16539398144,8355049472,10013691904,0
199,1759396825472,1065,853,895,783,974,702,865,807,4,4,3.846153974533081,4,11.111111640930176,0,3.846153974533081,0,0,21805.857543945313,9476.779296875,416.90985107421875,16539398144,8355049472,10013786112,0
200,1759396825672,1065,853,895,783,974,702,865,807,38.095237731933594,31.57894515991211,25,28.571430206298828,31.81818199157715,85.71428680419922,25,28.571430206298828,0,21810.725036621094,9480.353271484375,417.05810546875,16539398144,8355049472,10056069120,0
199,1759396825872,1065,853,895,783,974,702,865,807,0,100,0,0,0,0,0,4.761904716491699,0,21815.060424804688,9483.564025878906,417.05810546875,16539398144,8355049472,10092433408,0
199,1759396826072,1065,853,895,783,974,702,865,807,15.000000953674316,100,10.526315689086914,14.285715103149414,18.18181800842285,14.285715103149414,15.000000953674316,10.526315689086914,0,21819.306030273438,9486.621154785156,417.11767578125,16539398144,8355049472,10109644800,0
200,1759396826272,1065,853,895,783,974,702,865,807,95,100,100,100,73.68421173095703,100,100,100,0,21824.79119873047,9490.496032714844,417.45556640625,16539398144,8355049472,10132914176,0
0,1759396826473,1065,853,895,783,974,702,865,807,60.000003814697266,15.000000953674316,10,10.526315689086914,21.052631378173828,15.000000953674316,15.789472579956055,15.000000953674316,0,21827.750244140625,9491.941772460938,417.72882080078125,16539398144,8355049472,10013773824,0
