Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396823088,805,955,958,847,939,775,931,790,4,3.846153974533081,3.846153974533081,7.407407283782959,7.692307949066162,7.692307949066162,7.407407283782959,3.846153974533081,0,21781.2685546875,9466.18701171875,416.1265869140625,16539398144,8355049472,10132074496,0
199,1759396823088,805,955,958,847,939,775,931,790,4,3.846153974533081,3.846153974533081,7.407407283782959,7.692307949066162,7.692307949066162,7.407407283782959,3.846153974533081,0,21781.274169921875,9466.18798828125,416.1265869140625,16539398144,8355049472,10132164608,0
199,1759396823288,805,955,958,847,939,775,931,790,5,5,55,4.761904716491699,15.000000953674316,5,47.36842346191406,13.636363983154297,0,21785.782836914063,9469.239379882813,416.4476318359375,16539398144,8355049472,10180079616,0
200,1759396823488,805,955,958,847,939,775,931,790,0,0,100,0,5,0,0,0,0,21789.710693359375,9472.062866210938,416.4476318359375,16539398144,8355049472,10209935360,0
199,1759396823688,805,955,958,847,939,775,931,790,14.285715103149414,0,100,5,54.54545593261719,52.38095474243164,0,52.6315803527832,0,21793.52423095703,9474.663635253906,416.51611328125,16539398144,8355049472,10189938688,0
0,1759396823888,805,955,958,847,939,775,931,790,5.263157844543457,10,0,10.526315689086914,10,0,10,10,0,21795.038330078125,9474.95849609375,416.61407470703125,16539398144,8355049472,10131488768,0
