Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396950090,781,1024,1088,711,1026,907,894,816,3.846153974533081,7.407407283782959,7.692307949066162,4,11.111111640930176,0,3.846153974533081,7.407407283782959,0,23423.743103027344,10345.786315917969,451.46112060546875,16539398144,8355049472,10193756160,0
200,1759396950090,781,1024,1088,711,1026,907,894,816,3.846153974533081,7.407407283782959,7.692307949066162,4,11.111111640930176,0,3.846153974533081,7.407407283782959,0,23423.743103027344,10345.787414550781,451.46112060546875,16539398144,8355049472,10193821696,0
200,1759396950290,781,1024,1088,711,1026,907,894,816,75,0,30.000001907348633,0,0,4.761904716491699,15.000000953674316,0,0,23427.564086914063,10348.445007324219,451.4979248046875,16539398144,8355049472,10276323328,0
200,1759396950490,781,1024,1088,711,1026,907,894,816,65,0,0,0,0,0,0,40,0,23431.75506591797,10351.504821777344,451.5029296875,16539398144,8355049472,10339258368,0
200,1759396950690,781,1024,1088,711,1026,907,894,816,0,0,0,4.761904716491699,0,0,9.523809432983398,100,0,23435.86407470703,10354.489685058594,451.5029296875,16539398144,8355049472,10367873024,0
200,1759396950890,781,1024,1088,711,1026,907,894,816,4.761904716491699,0,0,0,0,0,5,100,0,23439.798095703125,10357.273315429688,451.5206298828125,16539398144,8355049472,10383642624,0
200,1759396951090,781,1024,1088,711,1026,907,894,816,0,0,0,0,0,0,0,85.71428680419922,0,23443.277404785156,10359.60986328125,451.5330810546875,16539398144,8355049472,10412236800,0
200,1759396951291,781,1024,1088,711,1026,907,894,816,0,0,0,0,0,0,0,100,0,23447.021362304688,10362.229125976563,451.5330810546875,16539398144,8355049472,10437750784,0
200,1759396951491,781,1024,1088,711,1026,907,894,816,5,0,0,0,0,0,0,100,0,23450.77996826172,10364.861389160156,451.5330810546875,16539398144,8355049472,10475814912,0
200,1759396951691,781,1024,1088,711,1026,907,894,816,0,0,0,0,0,0,0,100,0,23454.308471679688,10367.237731933594,451.54913330078125,16539398144,8355049472,10487037952,0
200,1759396951891,781,1024,1088,711,1026,907,894,816,0,5,0,100,0,0,0,0,0,23458.261474609375,10370.072570800781,451.55120849609375,16539398144,8355049472,10500390912,0
200,1759396952091,781,1024,1088,711,1026,907,894,816,0,0,0,90.47618865966797,0,0,0,0,0,23461.095825195313,10371.765258789063,451.5535888671875,16539398144,8355049472,10498641920,0
200,1759396952291,781,1024,1088,711,1026,907,894,816,0,0,0,100,0,0,0,0,0,23463.221435546875,10372.692993164063,451.57330322265625,16539398144,8355049472,10498916352,0
200,1759396952492,781,1024,1088,711,1026,907,894,816,0,0,0,85,19.047618865966797,0,0,0,0,23466.020446777344,10374.327758789063,451.57647705078125,16539398144,8355049472,10186612736,0
0,1759396952692,781,1024,1088,711,1026,907,894,816,0,0,4.761904716491699,0,21.052631378173828,0,0,0,0,23467.52166748047,10374.703552246094,451.5958251953125,16539398144,8355049472,10186645504,0
