Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396844640,872,787,906,908,976,767,782,717,3.846153974533081,3.846153974533081,3.846153974533081,0,7.692307949066162,3.846153974533081,3.846153974533081,3.846153974533081,0,22074.474975585938,9626.837219238281,424.3721923828125,16539398144,8355049472,10194739200,0
199,1759396844640,872,787,906,908,976,767,782,717,3.846153974533081,3.846153974533081,3.846153974533081,0,7.692307949066162,3.846153974533081,3.846153974533081,3.846153974533081,0,22074.474975585938,9626.837219238281,424.3721923828125,16539398144,8355049472,10194792448,0
200,1759396844840,872,787,906,908,976,767,782,717,5.263157844543457,5,0,9.523809432983398,13.636363983154297,100,20,5.263157844543457,0,22078.71026611328,9629.775451660156,424.5289306640625,16539398144,8355049472,10283196416,0
200,1759396845040,872,787,906,908,976,767,782,717,0,0,4.761904716491699,5,0,57.894737243652344,0,42.85714340209961,0,22083.16326904297,9633.099853515625,424.529296875,16539398144,8355049472,10345000960,0
200,1759396845240,872,787,906,908,976,767,782,717,0,0,5,5,14.285715103149414,5,0,100,0,22087.4775390625,9636.177001953125,424.630615234375,16539398144,8355049472,10371661824,0
200,1759396845440,872,787,906,908,976,767,782,717,5,0,0,4.761904716491699,14.285715103149414,5,5,100,0,22091.79864501953,9638.958129882813,425.0211181640625,16539398144,8355049472,10386624512,0
199,1759396845640,872,787,906,908,976,767,782,717,65,0,0,25,5,10,10,10,0,22095.46697998047,9641.115844726563,425.37921142578125,16539398144,8355049472,10408280064,0
199,1759396845840,872,787,906,908,976,767,782,717,65,0,0,25,5,10,10,10,0,22100.033630371094,9644.198181152344,425.7158203125,16539398144,8355049472,10436902912,0
199,1759396846041,872,787,906,908,976,767,782,717,95,4.878048419952393,5,0,2.6315789222717285,0,5.128205299377441,2.5641026496887207,0,22103.743103027344,9646.607971191406,425.8680419921875,16539398144,8355049472,10462212096,0
199,1759396846241,872,787,906,908,976,767,782,717,100,0,0,0,4.761904716491699,0,0,0,0,22107.580627441406,9649.297424316406,425.87786865234375,16539398144,8355049472,10485706752,0
200,1759396846441,872,787,906,908,976,767,782,717,100,0,4.761904716491699,0,0,0,4.761904716491699,0,0,22111.937744140625,9652.531127929688,425.88751220703125,16539398144,8355049472,10501804032,0
200,1759396846641,872,787,906,908,976,767,782,717,100,0,0,0,0,0,0,0,0,22115.434631347656,9654.907287597656,425.88751220703125,16539398144,8355049472,10504646656,0
200,1759396846841,872,787,906,908,976,767,782,717,100,0,0,0,4.761904716491699,0,0,0,0,22117.683532714844,9655.975158691406,425.890625,16539398144,8355049472,10501869568,0
200,1759396847041,872,787,906,908,976,767,782,717,100,4.761904716491699,0,0,0,4.761904716491699,0,0,0,22120.308044433594,9657.436645507813,425.890625,16539398144,8355049472,10497986560,0
1,1759396847241,872,787,906,908,976,767,782,717,5,50,0,0,0,0,0,0,0,22122.265075683594,9658.267395019531,425.90081787109375,16539398144,8355049472,10191077376,0
