Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396885610,1122,863,908,759,866,750,2233,746,7.692307949066162,0,3.846153974533081,11.538461685180664,11.111111640930176,7.407407283782959,3.846153974533081,7.407407283782959,0,22613.42724609375,9913.669006347656,442.50433349609375,16539398144,8355049472,10363121664,0
199,1759396885611,1122,863,908,759,866,750,2233,746,7.692307949066162,0,3.846153974533081,11.538461685180664,11.111111640930176,7.407407283782959,3.846153974533081,7.407407283782959,0,22613.43408203125,9913.670776367188,442.50433349609375,16539398144,8355049472,10363228160,0
200,1759396885811,1122,863,908,759,866,750,2233,746,5,9.523809432983398,100,33.333335876464844,20,36.842105865478516,10.526315689086914,5,0,22617.90838623047,9916.823547363281,442.6605224609375,16539398144,8355049472,10433126400,0
199,1759396886011,1122,863,908,759,866,750,2233,746,0,36.842105865478516,40,0,14.285715103149414,0,73.68421173095703,15.000000953674316,0,22622.99200439453,9920.744323730469,442.6654052734375,16539398144,8355049472,10487668736,0
200,1759396886211,1122,863,908,759,866,750,2233,746,0,9.090909004211426,4.761904716491699,5.263157844543457,0,10,14.285715103149414,94.73684692382813,0,22627.481018066406,9923.972961425781,442.78436279296875,16539398144,8355049472,10483257344,0
200,1759396886411,1122,863,908,759,866,750,2233,746,9.523809432983398,5,0,100,5.263157844543457,0,0,4.761904716491699,0,22631.87420654297,9926.869079589844,443.1312255859375,16539398144,8355049472,10496548864,0
200,1759396886611,1122,863,908,759,866,750,2233,746,4.761904716491699,5,5,85.71428680419922,9.523809432983398,0,9.523809432983398,5.263157844543457,0,22636.004516601563,9929.522277832031,443.4588623046875,16539398144,8355049472,10520764416,0
200,1759396886811,1122,863,908,759,866,750,2233,746,5,9.523809432983398,0,100,0,10,0,0,0,22640.10870361328,9932.140075683594,443.7926025390625,16539398144,8355049472,10543702016,0
200,1759396887012,1122,863,908,759,866,750,2233,746,0,5,5,40,4.761904716491699,0,4.761904716491699,55,0,22643.885681152344,9934.586486816406,443.97314453125,16539398144,8355049472,10570600448,0
200,1759396887212,1122,863,908,759,866,750,2233,746,0,0,0,0,0,0,0,95,0,22647.428466796875,9936.997863769531,443.9742431640625,16539398144,8355049472,10602057728,0
200,1759396887412,1122,863,908,759,866,750,2233,746,0,0,0,85,0,0,0,15.000000953674316,0,22651.30242919922,9939.745178222656,443.98431396484375,16539398144,8355049472,10619498496,0
200,1759396887612,1122,863,908,759,866,750,2233,746,0,10,10,63.15789031982422,10,30.000001907348633,0,0,0,22654.796752929688,9942.126586914063,443.98431396484375,16539398144,8355049472,10629607424,0
200,1759396887812,1122,863,908,759,866,750,2233,746,0,20,20,0,20,100,0,0,0,22657.520935058594,9943.688415527344,443.98431396484375,16539398144,8355049472,10626846720,0
200,1759396888012,1122,863,908,759,866,750,2233,746,0,47.619049072265625,0,0,0,55,0,0,0,22659.730224609375,9944.718933105469,443.98431396484375,16539398144,8355049472,10626904064,0
0,1759396888213,1122,863,908,759,866,750,2233,746,0,0,0,35,4.761904716491699,45,0,0,0,22662.428466796875,9946.277648925781,443.98956298828125,16539398144,8355049472,10313588736,0
