Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759396836057,752,901,843,740,1036,993,704,1032,3.846153974533081,1.9230769872665405,1.9607844352722168,7.5471696853637695,3.846153974533081,1.9230769872665405,0,0,0,21957.012573242188,9560.673889160156,421.12969970703125,16539398144,8355049472,10130460672,0
200,1759396836057,752,901,843,740,1036,993,704,1032,3.846153974533081,1.9230769872665405,1.9607844352722168,7.5471696853637695,3.846153974533081,1.9230769872665405,0,0,0,21957.021850585938,9560.676696777344,421.12969970703125,16539398144,8355049472,10130522112,0
200,1759396836258,752,901,843,740,1036,993,704,1032,0,28.571430206298828,4.761904716491699,0,0,70,0,4.761904716491699,0,21961.1748046875,9563.706848144531,421.1395263671875,16539398144,8355049472,10219982848,0
199,1759396836458,752,901,843,740,1036,993,704,1032,5,5,0,0,10,50,4.761904716491699,42.105262756347656,0,21965.363220214844,9566.563537597656,421.332275390625,16539398144,8355049472,10276347904,0
200,1759396836658,752,901,843,740,1036,993,704,1032,5,5,0,0,10,50,4.761904716491699,42.105262756347656,0,21969.863159179688,9569.567932128906,421.68280029296875,16539398144,8355049472,10302730240,0
200,1759396836858,752,901,843,740,1036,993,704,1032,0,0,2.5641026496887207,7.317072868347168,7.500000476837158,5,7.894736289978027,100,0,21974.179626464844,9572.36767578125,422.05487060546875,16539398144,8355049472,10316750848,0
200,1759396837058,752,901,843,740,1036,993,704,1032,4.761904716491699,5,4.761904716491699,35,5.263157844543457,10,0,61.904762268066406,0,21978.261291503906,9574.921691894531,422.43328857421875,16539398144,8355049472,10336575488,0
200,1759396837258,752,901,843,740,1036,993,704,1032,0,0,0,100,13.636363983154297,5,9.090909004211426,0,0,21982.354064941406,9577.715881347656,422.6065673828125,16539398144,8355049472,10364264448,0
200,1759396837458,752,901,843,740,1036,993,704,1032,0,0,0,80,4.761904716491699,0,5,5,0,21985.657775878906,9579.884521484375,422.609619140625,16539398144,8355049472,10395394048,0
200,1759396837658,752,901,843,740,1036,993,704,1032,0,0,0,0,0,0,0,80,0,21989.383850097656,9582.483032226563,422.609619140625,16539398144,8355049472,10429227008,0
200,1759396837859,752,901,843,740,1036,993,704,1032,0,0,4.761904716491699,0,4.761904716491699,63.15789031982422,0,10,0,21993.110961914063,9585.091064453125,422.609619140625,16539398144,8355049472,10481946624,0
200,1759396838059,752,901,843,740,1036,993,704,1032,0,0,0,0,5,90,0,0,0,21997.481384277344,9588.343933105469,422.609619140625,16539398144,8355049472,10503241728,0
200,1759396838259,752,901,843,740,1036,993,704,1032,0,0,0,0,0,85.71428680419922,0,0,0,22000.32647705078,9590.057739257813,422.6107177734375,16539398144,8355049472,10503462912,0
200,1759396838459,752,901,843,740,1036,993,704,1032,0,0,0,0,0,100,0,0,0,22002.47442626953,9591.029541015625,422.6107177734375,16539398144,8355049472,10503782400,0
200,1759396838659,752,901,843,740,1036,993,704,1032,0,0,0,0,4.761904716491699,85,0,14.285715103149414,0,22005.29425048828,9592.688110351563,422.6107177734375,16539398144,8355049472,10194206720,0
0,1759396838860,752,901,843,740,1036,993,704,1032,0,4.761904716491699,0,0,5,0,0,21.052631378173828,0,22006.830688476563,9593.112121582031,422.623046875,16539398144,8355049472,10194243584,0
